id,verb,noun,action
3420,75,60,smell glove
3421,75,62,smell leaf
3422,75,71,smell mixture
3423,75,98,smell yoghurt
3424,75,99,smell cereal
3425,76,0,use tap
3426,76,1,use spoon
3427,76,165,use phone
3428,76,17,use cloth
3429,76,22,use liquid:washing
3430,76,228,use cocktail
3431,76,4,use knife
3432,76,52,use towel
3433,76,80,use chopstick
3434,76,9,use sponge
3435,77,105,grate lemon
3436,77,131,grate ginger
3437,77,32,grate cheese
3438,77,37,grate pepper
3439,77,41,grate carrot
3440,77,45,grate pasta
3441,78,118,screw cap
3442,78,15,screw bottle
3443,78,17,screw cloth
3444,78,19,screw bag
3445,78,26,screw package
3446,78,29,screw pot
3447,78,50,screw maker:coffee
3448,78,6,screw lid
3449,78,7,screw bowl
3450,78,73,screw clothes
3451,79,1,let-go spoon
3452,79,136,let-go pin:rolling
3453,79,191,let-go handle
3454,79,20,let-go spatula
3455,79,25,let-go dough
3456,79,29,let-go pot
3457,79,49,let-go paper
3458,79,5,let-go pan
3459,79,9,let-go sponge
3460,7,100,cut wrap:plastic
3461,7,101,cut broccoli
3462,7,103,cut brush
3463,7,105,cut lemon
3464,7,107,cut wrap
3465,7,116,cut squash
3466,7,117,cut leek
3467,7,119,cut fish
3468,7,120,cut lettuce
3469,7,121,cut curry
3470,7,122,cut seed
3471,7,123,cut foil
3472,7,125,cut corn
3473,7,128,cut onion:spring
3474,7,131,cut ginger
3475,7,133,cut nut
3476,7,14,cut fork
3477,7,144,cut pork
3478,7,146,cut banana
3479,7,151,cut choi:pak
3480,7,155,cut noodle
3481,7,156,cut salami
3482,7,16,cut onion
3483,7,160,cut tuna
3484,7,161,cut lime
3485,7,162,cut omelette
3486,7,163,cut bacon
3487,7,164,cut sandwich
3488,7,167,cut orange
3489,7,169,cut parsley
3490,7,171,cut tablet
3491,7,173,cut coriander
3492,7,175,cut cake
3493,7,176,cut avocado
3494,7,18,cut board:chopping
3495,7,185,cut bean:green
3496,7,187,cut apple
3497,7,188,cut chocolate
3498,7,19,cut bag
3499,7,194,cut pith
3500,7,2,cut plate
3501,7,205,cut asparagus
3502,7,207,cut mango
3503,7,208,cut caper
3504,7,21,cut container
3505,7,210,cut stalk
3506,7,213,cut kiwi
3507,7,216,cut finger:lady
3508,7,217,cut beef
3509,7,22,cut liquid:washing
3510,7,223,cut celery
3511,7,224,cut cabbage
3512,7,239,cut pear
3513,7,24,cut hob
3514,7,246,cut scotch:egg
3515,7,25,cut dough
3516,7,253,cut shrimp
3517,7,255,cut artichoke
3518,7,26,cut package
3519,7,260,cut stick:crab
3520,7,266,cut mint
3521,7,268,cut grass:lemon
3522,7,273,cut melon
3523,7,28,cut meat
3524,7,281,cut pineapple
3525,7,30,cut potato
3526,7,32,cut cheese
3527,7,33,cut bread
3528,7,37,cut pepper
3529,7,4,cut knife
3530,7,41,cut carrot
3531,7,42,cut top
3532,7,43,cut tomato
3533,7,45,cut pasta
3534,7,47,cut sauce
3535,7,48,cut skin
3536,7,49,cut paper
3537,7,51,cut garlic
3538,7,54,cut rubbish
3539,7,56,cut mushroom
3540,7,57,cut chicken
3541,7,59,cut coffee
3542,7,62,cut leaf
3543,7,67,cut aubergine
3544,7,68,cut salad
3545,7,69,cut chilli
3546,7,7,cut bowl
3547,7,72,cut cucumber
3548,7,74,cut peach
3549,7,76,cut courgette
3550,7,78,cut butter
3551,7,81,cut tofu
3552,7,83,cut olive
3553,7,86,cut sausage
3554,7,89,cut cover
3555,7,91,cut pizza
3556,7,94,cut vegetable
3557,7,95,cut stock
3558,80,12,finish fridge
3559,80,128,finish onion:spring
3560,80,147,finish processor:food
3561,80,186,finish toaster
3562,80,245,finish tv
3563,80,34,finish food
3564,80,50,finish maker:coffee
3565,80,68,finish salad
3566,80,69,finish chilli
3567,81,100,stab wrap:plastic
3568,81,11,stab hand
3569,81,175,stab cake
3570,81,28,stab meat
3571,81,30,stab potato
3572,81,33,stab bread
3573,81,53,stab egg
3574,81,63,stab sink
3575,82,104,serve biscuit
3576,82,121,serve curry
3577,82,126,serve soup
3578,82,2,serve plate
3579,82,34,serve food
3580,82,45,serve pasta
3581,82,5,serve pan
3582,82,55,serve rice
3583,82,59,serve coffee
3584,82,64,serve milk
3585,83,152,uncover cooker:slow
3586,83,29,uncover pot
3587,83,6,uncover lid
3588,83,7,uncover bowl
3589,84,100,unwrap wrap:plastic
3590,84,16,unwrap onion
3591,84,161,unwrap lime
3592,84,260,unwrap stick:crab
3593,84,68,unwrap salad
3594,84,7,unwrap bowl
3595,84,70,unwrap dishwasher
3596,84,93,unwrap towel:kitchen
3597,84,94,unwrap vegetable
3598,84,95,unwrap stock
3599,84,98,unwrap yoghurt
3600,85,124,choose machine:washing
3601,85,16,choose onion
3602,85,176,choose avocado
3603,85,239,choose pear
3604,85,278,choose power
3605,85,37,choose pepper
3606,85,46,choose oven
3607,85,51,choose garlic
3608,85,53,choose egg
3609,85,61,choose can
3610,85,62,choose leaf
3611,85,65,choose heat
3612,85,84,choose mat
3613,86,147,lock processor:food
3614,86,21,lock container
3615,86,6,lock lid
3616,86,7,lock bowl
3617,86,77,lock filter
3618,86,89,lock cover
3619,87,15,flatten bottle
3620,87,20,flatten spatula
3621,87,21,flatten container
3622,87,23,flatten box
3623,87,25,flatten dough
3624,87,42,flatten top
3625,87,49,flatten paper
3626,87,71,flatten mixture
3627,88,1,switch spoon
3628,88,19,switch bag
3629,88,25,switch dough
3630,88,29,switch pot
3631,88,3,switch cupboard
3632,88,42,switch top
3633,89,10,carry glass
3634,89,19,carry bag
3635,89,31,carry oil
3636,89,34,carry food
3637,89,64,carry milk
3638,89,66,carry jug
3639,89,7,carry bowl
3640,89,73,carry clothes
3641,8,0,turn-off tap
3642,8,108,turn-off scale
3643,8,111,turn-off alarm
3644,8,114,turn-off light
3645,8,124,turn-off machine:washing
3646,8,147,turn-off processor:food
3647,8,152,turn-off cooker:slow
3648,8,165,turn-off phone
3649,8,179,turn-off fan:extractor
3650,8,186,turn-off toaster
3651,8,190,turn-off knob
3652,8,225,turn-off hoover
3653,8,238,turn-off air
3654,8,24,turn-off hob
3655,8,267,turn-off heater
3656,8,27,turn-off water
3657,8,29,turn-off pot
3658,8,33,turn-off bread
3659,8,42,turn-off top
3660,8,44,turn-off kettle
3661,8,46,turn-off oven
3662,8,5,turn-off pan
3663,8,50,turn-off maker:coffee
3664,8,54,turn-off rubbish
3665,8,59,turn-off coffee
3666,8,6,turn-off lid
3667,8,65,turn-off heat
3668,8,70,turn-off dishwasher
3669,8,82,turn-off blender
3670,8,90,turn-off microwave
3671,8,92,turn-off button
3672,90,132,season tea
3673,90,160,season tuna
3674,90,176,season avocado
3675,90,34,season food
3676,90,45,season pasta
3677,90,54,season rubbish
3678,90,57,season chicken
3679,91,106,unlock juicer
3680,91,147,unlock processor:food
3681,91,82,unlock blender
3682,91,89,unlock cover
3683,92,123,prepare foil
3684,92,23,prepare box
3685,92,43,prepare tomato
3686,92,59,prepare coffee
3687,93,30,bake potato
3688,93,35,bake tray
3689,94,25,mark dough
3690,94,35,mark tray
3691,95,140,bend book
3692,96,125,unfreeze corn
3693,96,27,unfreeze water
3694,9,1,pour spoon
3695,9,10,pour glass
3696,9,101,pour broccoli
3697,9,102,pour sugar
3698,9,104,pour biscuit
3699,9,105,pour lemon
3700,9,115,pour spreads
3701,9,116,pour squash
3702,9,117,pour leek
3703,9,120,pour lettuce
3704,9,121,pour curry
3705,9,122,pour seed
3706,9,125,pour corn
3707,9,126,pour soup
3708,9,127,pour oatmeal
3709,9,128,pour onion:spring
3710,9,13,pour cup
3711,9,131,pour ginger
3712,9,132,pour tea
3713,9,133,pour nut
3714,9,134,pour vinegar
3715,9,138,pour powder
3716,9,143,pour cream
3717,9,145,pour oregano
3718,9,15,pour bottle
3719,9,150,pour liquid
3720,9,155,pour noodle
3721,9,16,pour onion
3722,9,162,pour omelette
3723,9,163,pour bacon
3724,9,169,pour parsley
3725,9,177,pour lentil
3726,9,178,pour blueberry
3727,9,183,pour juice
3728,9,185,pour bean:green
3729,9,188,pour chocolate
3730,9,19,pour bag
3731,9,192,pour wine
3732,9,193,pour pea
3733,9,195,pour yeast
3734,9,196,pour coconut
3735,9,197,pour fishcakes
3736,9,2,pour plate
3737,9,200,pour raisin
3738,9,203,pour kale
3739,9,206,pour paprika
3740,9,208,pour caper
3741,9,209,pour drink
3742,9,21,pour container
3743,9,214,pour bean
3744,9,215,pour thyme
3745,9,22,pour liquid:washing
3746,9,223,pour celery
3747,9,23,pour box
3748,9,231,pour beer
3749,9,232,pour pan:dust
3750,9,234,pour powder:washing
3751,9,244,pour almond
3752,9,257,pour cherry
3753,9,26,pour package
3754,9,264,pour gin
3755,9,268,pour grass:lemon
3756,9,27,pour water
3757,9,274,pour cinnamon
3758,9,279,pour syrup
3759,9,28,pour meat
3760,9,284,pour raspberry
3761,9,29,pour pot
3762,9,299,pour extract:vanilla
3763,9,30,pour potato
3764,9,31,pour oil
3765,9,32,pour cheese
3766,9,34,pour food
3767,9,35,pour tray
3768,9,36,pour bin
3769,9,37,pour pepper
3770,9,38,pour salt
3771,9,40,pour jar
3772,9,41,pour carrot
3773,9,43,pour tomato
3774,9,44,pour kettle
3775,9,45,pour pasta
3776,9,47,pour sauce
3777,9,5,pour pan
3778,9,51,pour garlic
3779,9,52,pour towel
3780,9,53,pour egg
3781,9,54,pour rubbish
3782,9,55,pour rice
3783,9,56,pour mushroom
3784,9,57,pour chicken
3785,9,59,pour coffee
3786,9,62,pour leaf
3787,9,63,pour sink
3788,9,64,pour milk
3789,9,67,pour aubergine
3790,9,68,pour salad
3791,9,69,pour chilli
3792,9,7,pour bowl
3793,9,71,pour mixture
3794,9,75,pour flour
3795,9,76,pour courgette
3796,9,78,pour butter
3797,9,81,pour tofu
3798,9,83,pour olive
3799,9,85,pour spice
3800,9,86,pour sausage
3801,9,93,pour towel:kitchen
3802,9,94,pour vegetable
3803,9,95,pour stock
3804,9,98,pour yoghurt
3805,9,99,pour cereal
